title,salary,city,job,publish_date,requirements,responsibilities,schedule,experience,employment,url
Личный водитель (с опытом работы личным водителем),245999 - 246000 KZT,Рудный,Мебель в Дом (Бочкарева Е.М.),20-05-2024,ОБЯЗАТЕЛЬНО с положительными отзывами от предыдущих работодателей! ОБЯЗАТЕЛЬНО без ДТП и штрафов.,,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/96518797
Водитель на Камаз,300000 - 400000 KZT,Астана,ACP Trade,04-06-2024,Бережное отношение к вверенному автомобилю.,"Управление автомобилем. Своевременное прибытие на рабочее место и подача автомобиля к подъезду организации, а также постановка автомобиля в гараж после...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99961805
Водитель на ГАЗ 66 вахтовка,170000 - 180000 KZT,Караганда,OLDIMAX,28-05-2024,Знать устройство автомашины ГАЗ 66.,Возить бригаду монтажников по объектам. Производить ремонт машины по необходимости.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100504610
Водитель бензовоза,200000 - 400000 KZT,Алматы,КазБиоТранс,03-06-2024,"ЖЕЛАТЕЛЬНО Опыт работы от 1 года. Водительские права категории Е, С, С1, СЕ.",Перевозка нефтепродуктов г. Алматы и Алматинская области (водители бензовозов).,"{'id': 'shift', 'name': 'Сменный график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/97871714
Водитель-механик,250000 KZT,Усть-Каменогорск,ЭНЕРГО СТРОЙ ГАРАНТ,17-05-2024,Умение отыскать неисправности.,Перевозка людей и грузов. Поддержание чистоты и технической исправном автомобиля. Ремонт мелких неисправностей.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99221049
Водитель самосвала,400000 - 500000 KZT,Петропавловск,КазтеплоСПЕЦСТРОЙ,04-06-2024,"Опыт работы от 2 лет и выше. Наличие водительского удостоверения категории ""С"", приветствуется ""Е"". Ищем в нашу дружную команду ответственного...","Перевозка щебня, песка, цемента, металлоконструкций. Техническое обслуживание и ремонт самосвала. Обеспечение безаварийной и правильной эксплуатации техники.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101266684
Водитель грузового Мерседеса,120000 - 170000 KZT,Уральск,Стекло-Сервис,13-05-2024,"Устранять возникшие во время рейса поломки, не требующие профессиональных знаний и специального оборудования. Среднее специальное образование, наличие прав категории Е...",Соблюдать ПДД и правила эксплуатации автомобиля. -Оформление согласно закону.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98806575
Водитель-экспедитор,280000 KZT,Караганда,Common Market Corporation,30-05-2024,Опыт работы экспедитором. Умение работать с документами и людьми.,Сопровождение доставляемых товаров. Оформление сопроводительной документации. Вывоз товара от поставщиков. Доставка продукции в торговые точки города.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98203906
Водитель-Курьер,200000 - 350000 KZT,Алматы,Kulenan,05-06-2024,"Знание города. Желательно наличие авто, можно и без. Коммуникабельность. Желание работать.","Сборка заказа, упаковка. Доставка заказов по городу. Коммуникации с клиентом.","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99926155
Водитель (Минифургон Chevrolet Damas),200000 - 250000 KZT,Астана,StroyEnergoTrade,04-06-2024,Отличное знание города. Категория прав В. Опыт работы на аналогичной должности.,Своевременный забор и доставка арендуемого оборудования и его проверка при выдаче/приемке с аренды. Контроль технического состояния транспортного средства(предоставляется...,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/98925186
Водитель офисный с личным автомобилем,,Алматы,"AO ""Caspian Beverage Holding""",22-05-2024,Опыт работы водителем. Знание города. Честность. Порядочность. Высокая ответственность. Исполнительность.,Развозка документов и сотрудников по городу. Выполнение поручений.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99830488
Водитель автовоза,200000 - 450000 KZT,Костанай,TEHNOPARK KZ,29-05-2024,Аккуратное вождение. Водительские права категории СЕ (категория Е обязательно!).,Автоперевозка автомобилей по территории РК и странам СНГ (автовозом).,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100597690
Водитель-экспедитор,300000 - 500000 KZT,Астана,"Galanz Bottlers, АО",14-05-2024,,Развозка товара по торговым точкам различных категорий. Требования: Обеспечить сохранность вверенного товара. Своевременно развести товар по торговым точкам.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98888965
Водитель погрузчика,,Темиртау,Карбон-Инвест,04-06-2024,Полное среднее образование. Знание техники. Наличие удостоверение машиниста. Стаж работы от 5 лет.,Обеспечение выполнения комплекса предписанных работ по проведению погрузочно-разгрузочных мероприятий. Техническое обслуживание и текущий ремонт погрузчика. Опыт работы на карьере...,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/101235476
Водитель погрузчика,120000 - 210000 RUR,Жосалы (Кызылординская область),Спецнефтетранс,17-05-2024,Наличие удостоверения ТМ. Опыт работы.,Неукоснительно соблюдать и выполнять правила дорожного движения. Проводить контрольный осмотр и проверку исправности всех агрегатов ТС. Содержание ТС в технически...,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99284608
Водитель-экспедитор,200000 KZT,Костанай,КазВетСнаб,17-05-2024,Хорошее знание города и/или наличие УМЕНИЕ пользоваться навигатором. Опыт работы курьером. Грамотная речь и умение общаться с покупателями. ,"Доставка товаров клиентам по городу, ПОЕЗДКИ В КОММАНДИРОВКИ В РАЗНЫЕ ОБЛАСТИ КАЗАХСТАНА. Обеспечение сохранности товара при выполнении доставки, бережная погрузка...","{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/99220562
Водитель такси на автомобиль Таксопарка Chevrolet Cobalt,,Усть-Каменогорск,B-Naim.ru,21-05-2024,Знание города или умение пользоваться навигатором.,Заказы поступают круглосуточно. Функционал: - Выполнение заказов в тарифах сервиса Яндекс.Go Такси. - Работа с удобным приложением Яндекс.Про для приема заказов и...,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99684719
Водитель-курьер,230000 - 250000 KZT,Астана,COSMETICS STAR,23-05-2024,"Дисциплинированность и исполнительность. Личное авто, в эстетическом и технически исправном состоянии.",Доставка заказов клиентам по городу. Развозка товара по филиалам магазина. Выезды по поручению директора.,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99918784
Водитель категории СЕ Айтеке-Би,380000 KZT,Айтеке-Би,КДВ Групп,04-06-2024,Ответственное отношение к грузу и к машине. - Работа на короткое плечо. От Вас потребуется: - Опыт работы на ТС категории СЕ...,"Служба поддержки, консультирует водителей по любым вопросам в режиме 24/7. - Ремонт и обслуживание машин осуществляется на аккредитованных СТО за...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99521531
Водитель-Курьер на личном легковом автомобиле,,Астана,JUMP(ДЖАМП),04-06-2024,Наличие автомобиля.,Доставка заказов от ресторанов до клиента. - Телефон на базе Android или iOS.,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/97727654
Водитель категории С Е,200000 RUR,Караганда,Стройлогистика,05-06-2024,"Подтвержденный опыт работы на полуприцепах. Наличие разрешительных документов. Корректное оформление документов. Наличие водительского удостоверения С, Е.",Своевременная и безопасная доставка грузов по России. Контроль загрузки/выгрузки товара. Соблюдение международного ПДД.,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101310483
Водитель-экспедитор,250000 - 350000 KZT,Костанай,Фирма Арасан,17-05-2024,"Опыт работы водителем-экспедитором, опыт работы с наличными средствами. Водительское удостоверение категории В,С.","Доставка товара до потребителя. Прием и отпуск товара в соответствии с сопроводительными документами, надлежащее оформление документов. Обеспечение сохранности материальных ценностей. ","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99249207
Водитель на автомобиле таксопарка - Hyundai Accent,,Алматы,B-Naim.ru,05-06-2024,Знание города или умение пользоваться навигатором.,Заказы поступают круглосуточно. Функционал: - Выполнение заказов в тарифах сервиса Яндекс.Go Такси. - Работа с удобным приложением Яндекс.Про для приема заказов и...,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/100300906
Водитель с личной газелью,340000 - 340000 KZT,Караганда,ТехноGRAD,15-05-2024,Водитель с личным авто (термобудка или тент с воротами). Знание города. Знание ПДД РК.,Доставка бытовой техники клиентам по адресу.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/97112231
Водитель погрузчика МКСМ,400000 - 450000 KZT,Караганда,ЭПС-Транспорт,20-05-2024,"Водитель категории B,C,E ( с категорией на манипулятор приветствуется). Знание особенности работы спецтехники. Требования: Опыт работы. Ответственность. ",Управление транспортом. Слежение за исправным состоянием авто.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99548457
Водитель-грузчик,190000 KZT,Кокшетау,ЕФРЕМОВ Е.В,01-06-2024,"Требования: знать город, бережное отношение к машине, минимальное представление о дизеле и устройстве машины, умение работать в коллективе.",Машина обслуживается на СТО.,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/100892940
Водитель-экспедитор со своим автомобилем бусиком/универсал,200000 - 260000 KZT,Тараз,GOLD DISTRIBUTION,21-05-2024,"Ответственный, честный. Трудолюбивый. Автомобиль желательно бусик или цельнометаллическая,можно и универсал.",,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99721433
Водитель категории С,187000 - 187000 RUR,Петропавловск,Дорожно-строительный трест № 1,04-06-2024,Наличие водительского удостоверение категории С. Опыт работы от 1 года.,Ремонт в полевых условиях.,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101249744
Водитель в такси,250000 - 400000 KZT,Астана,ТАНдау-авто,30-05-2024,Стаж вождения от 3-х лет.,Тех обслуживание с автопарка.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100700330
Водитель на погрузчик ZL 3 кубовый,350000 - 450000 KZT,Сарань,ККК Бетон,10-05-2024,Знание устройства погрузчиков . Способы погрузки и выгрузки грузов на всех видах транспорта. Условия: С опытом работы.,"Правила подъема, перемещения и укладки грузов.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98677966
Водитель (Газель),220000 - 225000 KZT,Алматы,"Радуга, ТОО (Компания Raduga KDR)",23-05-2024,"Водит.удост. категории ""ВС"". Знание города. Опыт вождения грузовых авто обязательно. Знание устройств автомобиля.",Развозка товара по торговым точкам.,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/99920662
Водитель погрузчика,,Усть-Каменогорск,AN Groups,26-05-2024,,Бульдозер.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100228190
Водитель камаза,130000 KZT,Астана,Компания Новые Окна,05-06-2024,Знающий материальную часть техники. Знания по обслуживанию спецтехники.,"Водитель грузового автомобиля (ГАЗ, КаМАЗ, ). Управление и обслуживание автомашины.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101317154
Водитель такси на автомобиле Таксопарка Lada Granta,,Павлодар,B-Naim.ru,04-06-2024,Знание города или умение пользоваться навигатором.,Заказы поступают круглосуточно. Функционал: - Выполнение заказов в тарифах сервиса Яндекс.Go Такси. - Работа с удобным приложением Яндекс.Про для приема заказов и...,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/101220454
Водитель-Курьер на автомобиле/Автокөлікке Курьер,,Павлодар,Яндекс.Доставка,08-05-2024,Наши преимущества:,,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/98635256
Водитель-экспедитор,270 KZT,Астана,Best Milk,28-05-2024,"Опыт работы водителем экспедитором по городу,знание ВС категории города,ответсвенность.","Доставка товара по городу, приемка товара и сдача на торговые точки ВС.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100448601
Водитель на Камаз,,Астана,Ноэль-Астана-Плюс,17-05-2024,Требуемый опыт работы: 3–6 лет. Знание правильной техники вождения. Знание правил дорожного движения. Логические навыки мышления. Опыт работы на...,Транспортировка строительных материалов. Техническое обслуживание транспорта. Отличные показатели вождения.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99299964
Водитель-курьер (Магнум),,Астана,Национальная Служба Доставки,04-06-2024,"Водительские права категории B. - Наличие автомобиля, желательно универсал. - Ответственность, пунктуальность и дружелюбие. - Опыт в доставке приветствуется, но не обязателен. - ",Доставка заказов со склада (всегда с 1 адреса) до клиента внутри одного полигона. - Точное соблюдение времени и качества доставки.,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Частичная занятость,https://hh.ru/vacancy/100603864
Водитель на поливооросительную машину (поливалка),,Астана,ТауКенӨндіруші,22-05-2024,Опыт работы в карьерах обязателен.,,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99790378
Водитель камаза,300000 - 500000 KZT,Кокшетау,Кокшетауавтодор,28-05-2024,Опыт работы с 1 года.,"Управлять грузовыми автомобилями Shacman-20,15 тонн. Выполнять производственные задания, установленные гл. инженером и гл. механиком, не допускать простоев, срывов.","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100510672
Водитель погрузчика,120000 - 210000 RUR,Софиевка (Казахстан),Спецнефтетранс,17-05-2024,Наличие удостоверения ТМ. Опыт работы.,Неукоснительно соблюдать и выполнять правила дорожного движения. Проводить контрольный осмотр и проверку исправности всех агрегатов ТС. Содержание ТС в технически...,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99284600
Водитель самосвала,,Степногорск,Карбон-Инвест,29-05-2024,"Полное среднее образование. Водительские права категории В, С, Е. Стаж работы на грузовых автомобилях от 5 лет.","Управлять грузовыми автомобилями всех марок и типов, отнесенными к категории транспортных средств «С». Проверять техническое состоянии автомобиля перед выездом на...","{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100621701
Водитель-экспедитор,180000 - 300000 KZT,Алматы,ALSER (Gulser Computers),03-06-2024,Требуемый опыт работы: 1–3 года. Отличное знание города и области. Права категории В.,Прием и доставка товарно-материальных ценностей. ∙ Работа с товарно-транспортными накладными. ∙ Обеспечение своевременной доставки товара до точки назначения. ∙ ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/101119332
Водитель Д категории,180000 - 200000 KZT,Арысь (ЮКО),ТЕМІРЖОЛ ЖӨНДЕУ,17-05-2024,,"Обеспечивает технически правильную эксплуатацию и надежную работу закрепленный автотранспортной техники, повышение его сменности, содержание в технически исправном состоянии. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99304337
Водитель-экспедитор,290000 - 290000 KZT,Алматы,Торговая Компания Мегаполис-Казахстан,28-05-2024,Наличие водительского удостоверения категории «В» « ВС». Стаж вождения автомобиля (ГАЗЕЛЬ) не менее одного года. Возможность получать заработную плату через банковскую...,Прием и доставка товарно-материальных ценностей на газели. Работа с накладными. Обеспечение своевременной доставки товара в назначенную точку. ,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100446042
Водитель-экспедитор с личным автомобилем,380000 KZT,Павлодар,Автопитер,30-05-2024,"Доставка автозапчастей клиентам по городу на личном автомобиле цельнометаллический фургон, Бус, каблучок, Газель.",Оформление сопроводительной документации. Работа с денежными средствами. Погрузо-разгрузочные работы.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/98600321
Водитель на самосвал Shacman,,Астана,ТауКенӨндіруші,22-05-2024,Опыт работы в карьере обязателен.,"Работа в карьере, перевозка горной массы.","{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99789459
Водитель категории С,187000 - 187000 RUR,Павлодар,Дорожно-строительный трест № 1,24-05-2024,Наличие водительского удостоверение категории С. Опыт работы от 1 года.,,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100021396
Водитель карьерного самосвала (А-3) г. Пласт,90000 - 115000 RUR,Житикара,Южуралзолото Группа Компаний,27-05-2024,"Знание устройства автомобиля. Водительское удостоверение категории ""А-3"" (БеЛАЗ, Komatsu-785). Опыт вождения.",Перевозка горной массы. Простой ремонт автотранспорта.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98765517
Водитель погрузчика,120000 - 210000 RUR,Абай,Спецнефтетранс,17-05-2024,Наличие удостоверения ТМ. Опыт работы.,Неукоснительно соблюдать и выполнять правила дорожного движения. Проводить контрольный осмотр и проверку исправности всех агрегатов ТС. Содержание ТС в технически...,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99284613
Водитель на трал,500000 KZT,Костанай,Лидер Строй 2002,24-05-2024,Опыт работы. Ответственность. Наличие соответствующих категории.,,"{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/100081206
Водитель такси на автомобиле Таксопарка Hyunday Accent,,Павлодар,B-Naim.ru,21-05-2024,Знание города или умение пользоваться навигатором.,Заказы поступают круглосуточно. Функционал: - Выполнение заказов в тарифах сервиса Яндекс.Go Такси. - Работа с удобным приложением Яндекс.Про для приема заказов и...,"{'id': 'flexible', 'name': 'Гибкий график'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99685536
Водитель Камаза,219000 - 264000 KZT,Алматы,Конкрит Продактс,23-05-2024,Опыт вождения КАМАЗа. Ответственность. Права категории СЕ. Вождение автотранспорта.,Выполнение перевозок инертных материалов на транспортном средстве КАМАЗ.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99943831
Водитель,250000 - 250000 KZT,Алматы,Alias lex,13-05-2024,,"Следить за исправностью автомобиля. Соблюдать чистоту автомобиля. Машины новые, категории комфорт +.","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/98788242
Водитель погрузчика,120000 - 210000 RUR,Новоишимское,Спецнефтетранс,17-05-2024,Наличие удостоверения ТМ. Опыт работы.,Неукоснительно соблюдать и выполнять правила дорожного движения. Проводить контрольный осмотр и проверку исправности всех агрегатов ТС. Содержание ТС в технически...,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99284620
Водитель длинномера,300000 - 350000 KZT,Усть-Каменогорск,ASIA ORIENTIR PARTNERS,13-05-2024,,Перевозку грузов в соответствии с установленным маршрутом и графиком; Обеспечение сохранности груза и его целостности; Проверку технической исправности транспортного средства...,"{'id': 'fullDay', 'name': 'Полный день'}",Более 6 лет,Полная занятость,https://hh.ru/vacancy/98757651
Водитель-международник,,Алматы,Автора,05-06-2024,Обязательное наличие категории СЕ. Свидетельство на перевозку опасных грузов АДР. Свидетельство международника (профессиональной компетенции). Опыт работы: от 1 года. ,"Основные направления перевозок: Европа, СНГ, Азия. Продление документов за счёт компании (свидетельство водителя-международника, ADR). Сопровождение водителя в рейсе 24...","{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99664884
Водитель-экспедитор,230000 - 270000 KZT,Семей,Шевченко Максим Евгеньевич,04-06-2024,Дисциплинированность.,Перевозка на Газель NEXT (8 кубов) товарно-материальных ценностей. Погрузка-разгрузка коробок с игрушками. Приемка-сдача товаров на склад.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100926964
Водитель-курьер с личным автомобилем,150000 - 180000 KZT,Шымкент,КДЛ ОЛИМП (ТОО Мырза-Хан),22-05-2024,"Отличное знание города. Пунктуальность, ответственность.","Доставка товара, писем и др., и их развозка по адресам.","{'id': 'shift', 'name': 'Сменный график'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98674167
Водитель автосамосвала Шахман,630000 KZT,Костанай,Балкан Курылыс,13-05-2024,"Права с соответствующей категорией. Опыт работы не менее 3-х лет. Ответственный подход к выполняемой работе, бережное отношение к технике.",Перевозка груза в карьере. Проведение технических обслуживаний и участие в ремонте. Поддержание техники в исправном состоянии.,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/98773662
Водитель погрузчика,120000 - 210000 RUR,Жетысай,Спецнефтетранс,17-05-2024,Наличие удостоверения ТМ. Опыт работы.,Неукоснительно соблюдать и выполнять правила дорожного движения. Проводить контрольный осмотр и проверку исправности всех агрегатов ТС. Содержание ТС в технически...,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99284609
Водитель категории СЕ Павлодар,430000 KZT,Павлодар,КДВ Групп,04-06-2024,Ответственное отношение к грузу и к машине. - Работа на короткое плечо. От Вас потребуется: - Опыт работы на ТС категории СЕ...,"Служба поддержки, консультирует водителей по любым вопросам в режиме 24/7. - Ремонт и обслуживание машин осуществляется на аккредитованных СТО за...","{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99521402
Водитель-экспедитор,300000 KZT,Астана,Вичунай-Казахстан,20-05-2024,"Опыт работы на аналогичной должности от 1 года и выше. Наличие категории В- В1,С-С1. ",Своевременная развозка товара по торговым точкам различных категорий. Обеспечение сохранности товара. Оформление документации по приему и сдаче товара.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99576454
Водитель-Курьер на автомобиле компании (Ларгус/Хендай),300000 - 600000 KZT,Алматы,Magnum E-commerce Kazakhstan,31-05-2024,Построим будущее E-Grocery в Казахстане вместе! Подробнее по телефону или WhatsApp Балнур.,Интернет Магазин Магнум в поисках автокурьеров. Доставить товар от склада до дверей клиента. Требования: Обязателен стаж работы курьером на грузовом...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/94241543
Водитель-экспедитор,200000 KZT,Алматы,UNITED MARKETING,13-05-2024,Права категории В и С. Опыт работы водителем не менее 3-х лет. Опыт работы экспедитором не менее 2-х...,"Приемка груза. Сверка комплектности груза. В обязанности сотрудника входит проверка груза, который указан в сопроводительных документах. Оценка состояния упаковки и...","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/98746253
Водитель-экспедитор,220000 KZT,Костанай,STK Alfa online,22-05-2024,Опыт вождения от 1 года. Знание правил дорожного движения и умение безопасно управлять автомобилем. Опыт работы в сфере экспедиции будет...,Доставка товаров получателям по городу ( сантехника и мебель для ванных комнат). Получение товара у поставщика. Обеспечение своевременности доставки товара. ,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/99844028
Водитель автомобиля,110000 - 130000 KZT,Петропавловск,Северо-Казахстанская Распределительная Электросетевая Компания,20-05-2024,,,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/99568069
Водитель категории С,187000 - 187000 RUR,Семей,Дорожно-строительный трест № 1,24-05-2024,Наличие водительского удостоверение категории С. Опыт работы от 1 года.,,"{'id': 'flyInFlyOut', 'name': 'Вахтовый метод'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100021398
Монтажник автоматических ворот - водитель,250000 KZT,Караганда,Монтеко,24-05-2024,Права категории В. Опыт вождения.,Монтаж автоматических ворот.,"{'id': 'fullDay', 'name': 'Полный день'}",Нет опыта,Полная занятость,https://hh.ru/vacancy/97812965
Водитель автопогрузчика,254000 - 254000 KZT,Алматы,СахарПром-Казахстан,05-06-2024,Опыт работы в должности водителя погрузчика больше 3 лет. Наличие удостоверения (допуск) водителя погрузчика. Исполнительность.,"Водить дизельную кару (вилочный погрузчик). Производить транспортировку, погрузку, выгрузку товаров. Обеспечивать корректное, профессиональное, безопасное вождение погрузчика, подъем и опускание груза. ","{'id': 'fullDay', 'name': 'Полный день'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99009728
Водитель,,Костанай,Народный банк Казахстана,15-05-2024,"Что ты будешь делать: - категория водительских прав В, С. - знать техническое устройство автомобиля и правила его эксплуатации. - иметь навыки устранения...",изучение ВНД Компании. - осуществлять инкассацию и перевозку банкнот монет и ценностей. - контролировать техническое состояние закрепленного за ним автомобиля.,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/98997059
Водитель-курьер на собственном автомобиле,300000 - 300000 KZT,Алматы,Жеті Аспан,20-05-2024,Водитель со своим личным автотранспортом. Опыт работы на аналогичной позиции не менее 3-х лет. Хорошая ориентация по г. Алматы.,Развозка заказов онлайн-магазина супермаркета по адресам г. Алматы (верхняя часть города Алматы). Управление автомобилем. Своевременное прибытие на рабочее место...,"{'id': 'shift', 'name': 'Сменный график'}",От 3 до 6 лет,Полная занятость,https://hh.ru/vacancy/99555263
Водитель-экспедитор с личным автотранспортом (цельнометаллический фургон),,Астана,KOREANA,03-06-2024,"Ведение путевых листов, отмечая маршруты следования, пройденный километраж, расход топлива. Опыт работы водителем - экспедитором в дистрибьюторских компаниях. Знание улиц, районов...",Получение и приёмка товара со склада по накладным согласно маршрутному реестру. Развозка и доставка заказов в торговые точки по городу...,"{'id': 'fullDay', 'name': 'Полный день'}",От 1 года до 3 лет,Полная занятость,https://hh.ru/vacancy/100461344
